Município;IMEI1;IMEI2;Marca;Modelo;Capacidade;Entrega;Local de Uso;Situação; Patrimonio
Santa Cruz de Monte Castelo;256209000000000;293850000000000;Multilaser;G Max 2;64GB;Santa Cruz de Monte Castelo;Escola do município Santa Cruz de Monte Castelo;Roubado;9664
Santa Cruz de Monte Castelo;368156000000000;348172000000000;Motorola;Moto G53;128GB;Santa Cruz de Monte Castelo;Escola do município Santa Cruz de Monte Castelo;Em uso;9665
Santa Cruz de Monte Castelo;706759000000000;739812000000000;Philco;Hit P10;128GB;Santa Cruz de Monte Castelo;Escola do município Santa Cruz de Monte Castelo;Danificado;9666
Santa Cruz de Monte Castelo;485190000000000;569474000000000;Motorola;Moto G53;128GB;Santa Cruz de Monte Castelo;Escola do município Santa Cruz de Monte Castelo;Em uso;9667
Santa Cruz de Monte Castelo;616819000000000;387661000000000;Apple;iPhone 13;128GB;Santa Cruz de Monte Castelo;Escola do município Santa Cruz de Monte Castelo;Danificado;9668
Santa Cruz de Monte Castelo;854449000000000;854540000000000;Motorola;Edge 40;256GB;Santa Cruz de Monte Castelo;Escola do município Santa Cruz de Monte Castelo;Inservível;9669
Santa Cruz de Monte Castelo;470674000000000;379853000000000;Philco;Hit P10;128GB;Santa Cruz de Monte Castelo;Escola do município Santa Cruz de Monte Castelo;Inservível;9670
Santa Cruz de Monte Castelo;798454000000000;581271000000000;Philco;Hit P10;128GB;Santa Cruz de Monte Castelo;Escola do município Santa Cruz de Monte Castelo;Danificado;9671
Santa Cruz de Monte Castelo;778345000000000;920608000000000;Motorola;Edge 40;256GB;Santa Cruz de Monte Castelo;Escola do município Santa Cruz de Monte Castelo;Em uso;9672
Santa Cruz de Monte Castelo;182543000000000;471003000000000;Motorola;Moto G53;128GB;Santa Cruz de Monte Castelo;Escola do município Santa Cruz de Monte Castelo;Em uso;9673
Santa Cruz de Monte Castelo;197008000000000;646749000000000;Apple;iPhone 15 Pro;256GB;Santa Cruz de Monte Castelo;Escola do município Santa Cruz de Monte Castelo;Roubado;9674
Santa Cruz de Monte Castelo;646898000000000;833515000000000;Apple;iPhone 15 Pro;256GB;Santa Cruz de Monte Castelo;Escola do município Santa Cruz de Monte Castelo;Em uso;9675
Santa Cruz de Monte Castelo;836479000000000;322593000000000;Multilaser;G Max 2;64GB;Santa Cruz de Monte Castelo;Escola do município Santa Cruz de Monte Castelo;Danificado;9676
Santa Cruz de Monte Castelo;362794000000000;810613000000000;Apple;iPhone 13;128GB;Santa Cruz de Monte Castelo;Escola do município Santa Cruz de Monte Castelo;Em uso;9677
Santa Cruz de Monte Castelo;952755000000000;644352000000000;Samsung;Galaxy S23;256GB;Santa Cruz de Monte Castelo;Escola do município Santa Cruz de Monte Castelo;Inservível;9678
Santa Cruz de Monte Castelo;820563000000000;353712000000000;Apple;iPhone 15 Pro;256GB;Santa Cruz de Monte Castelo;Escola do município Santa Cruz de Monte Castelo;Inservível;9679
Santa Cruz de Monte Castelo;112648000000000;503911000000000;Xiaomi;Poco X5;256GB;Santa Cruz de Monte Castelo;Escola do município Santa Cruz de Monte Castelo;Roubado;9680
Santa Cruz de Monte Castelo;183584000000000;611929000000000;Samsung;Galaxy A14;128GB;Santa Cruz de Monte Castelo;Escola do município Santa Cruz de Monte Castelo;Danificado;9681
Santa Cruz de Monte Castelo;690628000000000;378700000000000;Xiaomi;Poco X5;256GB;Santa Cruz de Monte Castelo;Escola do município Santa Cruz de Monte Castelo;Danificado;9682
Santa Cruz de Monte Castelo;157647000000000;344712000000000;Samsung;Galaxy S23;256GB;Santa Cruz de Monte Castelo;Escola do município Santa Cruz de Monte Castelo;Roubado;9683
Santa Cruz de Monte Castelo;266333000000000;838284000000000;Multilaser;G Max 2;64GB;Santa Cruz de Monte Castelo;Escola do município Santa Cruz de Monte Castelo;Danificado;9684
Santa Cruz de Monte Castelo;366343000000000;739900000000000;Xiaomi;Redmi Note 12;128GB;Santa Cruz de Monte Castelo;Escola do município Santa Cruz de Monte Castelo;Danificado;9685
Santa Cruz de Monte Castelo;706932000000000;263508000000000;Samsung;Galaxy S23;256GB;Santa Cruz de Monte Castelo;Escola do município Santa Cruz de Monte Castelo;Danificado;9686
Santa Cruz de Monte Castelo;350982000000000;655080000000000;Samsung;Galaxy S23;256GB;Santa Cruz de Monte Castelo;Escola do município Santa Cruz de Monte Castelo;Danificado;9687
Santa Cruz de Monte Castelo;747323000000000;605424000000000;Multilaser;G Max 2;64GB;Santa Cruz de Monte Castelo;Escola do município Santa Cruz de Monte Castelo;Danificado;9688
Santa Cruz de Monte Castelo;488743000000000;877200000000000;Philco;Hit P10;128GB;Santa Cruz de Monte Castelo;Escola do município Santa Cruz de Monte Castelo;Inservível;9689
Santa Cruz de Monte Castelo;262492000000000;202908000000000;Xiaomi;Redmi Note 12;128GB;Santa Cruz de Monte Castelo;Escola do município Santa Cruz de Monte Castelo;Roubado;9690
Santa Fé;865423000000000;274277000000000;Motorola;Moto G53;128GB;Santa Fé;Escola do município Santa Fé;Roubado;9691
Santa Fé;412267000000000;869063000000000;Samsung;Galaxy S23;256GB;Santa Fé;Escola do município Santa Fé;Danificado;9692
Santa Fé;586176000000000;250848000000000;Samsung;Galaxy A14;128GB;Santa Fé;Escola do município Santa Fé;Inservível;9693
Santa Fé;339437000000000;847860000000000;Apple;iPhone 13;128GB;Santa Fé;Escola do município Santa Fé;Inservível;9694
Santa Fé;363940000000000;781430000000000;Apple;iPhone 13;128GB;Santa Fé;Escola do município Santa Fé;Em uso;9695
Santa Fé;904917000000000;192052000000000;Philco;Hit P10;128GB;Santa Fé;Escola do município Santa Fé;Em uso;9696
Santa Fé;845288000000000;986427000000000;Motorola;Edge 40;256GB;Santa Fé;Escola do município Santa Fé;Em uso;9697
Santa Fé;508642000000000;139405000000000;Motorola;Moto G53;128GB;Santa Fé;Escola do município Santa Fé;Em uso;9698
Santa Fé;564126000000000;686876000000000;Apple;iPhone 15 Pro;256GB;Santa Fé;Escola do município Santa Fé;Em uso;9699
Santa Fé;595848000000000;530590000000000;Xiaomi;Redmi Note 12;128GB;Santa Fé;Escola do município Santa Fé;Inservível;9700
Santa Fé;677760000000000;467003000000000;Motorola;Moto G53;128GB;Santa Fé;Escola do município Santa Fé;Danificado;9701
Santa Fé;588044000000000;502969000000000;Apple;iPhone 15 Pro;256GB;Santa Fé;Escola do município Santa Fé;Inservível;9702
Santa Fé;283666000000000;510321000000000;Motorola;Moto G53;128GB;Santa Fé;Escola do município Santa Fé;Em uso;9703
Santa Fé;318808000000000;494449000000000;Apple;iPhone 13;128GB;Santa Fé;Escola do município Santa Fé;Inservível;9704
Santa Fé;536219000000000;470545000000000;Motorola;Edge 40;256GB;Santa Fé;Escola do município Santa Fé;Roubado;9705
Santa Fé;222247000000000;557867000000000;Motorola;Edge 40;256GB;Santa Fé;Escola do município Santa Fé;Em uso;9706
Santa Fé;938061000000000;247861000000000;Motorola;Moto G53;128GB;Santa Fé;Escola do município Santa Fé;Danificado;9707
Santa Fé;415910000000000;201058000000000;Samsung;Galaxy S23;256GB;Santa Fé;Escola do município Santa Fé;Danificado;9708
Santa Fé;734951000000000;992592000000000;Motorola;Moto G53;128GB;Santa Fé;Escola do município Santa Fé;Danificado;9709
Santa Fé;491639000000000;664081000000000;Apple;iPhone 15 Pro;256GB;Santa Fé;Escola do município Santa Fé;Danificado;9710
Santa Fé;181624000000000;432098000000000;Multilaser;G Max 2;64GB;Santa Fé;Escola do município Santa Fé;Roubado;9711
Santa Fé;882261000000000;372552000000000;Motorola;Moto G53;128GB;Santa Fé;Escola do município Santa Fé;Em uso;9712
Santa Fé;389156000000000;186431000000000;Xiaomi;Poco X5;256GB;Santa Fé;Escola do município Santa Fé;Danificado;9713
Santa Fé;327176000000000;647795000000000;Motorola;Moto G53;128GB;Santa Fé;Escola do município Santa Fé;Em uso;9714
Santa Fé;135283000000000;590316000000000;Motorola;Edge 40;256GB;Santa Fé;Escola do município Santa Fé;Em uso;9715
Santa Fé;626449000000000;823806000000000;Multilaser;G Max 2;64GB;Santa Fé;Escola do município Santa Fé;Roubado;9716
Santa Fé;452831000000000;806916000000000;Multilaser;G Max 2;64GB;Santa Fé;Escola do município Santa Fé;Danificado;9717
Santa Fé;370202000000000;414046000000000;Apple;iPhone 13;128GB;Santa Fé;Escola do município Santa Fé;Roubado;9718
Santa Fé;326543000000000;262995000000000;Multilaser;G Max 2;64GB;Santa Fé;Escola do município Santa Fé;Danificado;9719
Santa Fé;598319000000000;908902000000000;Samsung;Galaxy S23;256GB;Santa Fé;Escola do município Santa Fé;Inservível;9720
Santa Helena;269691000000000;204704000000000;Samsung;Galaxy S23;256GB;Santa Helena;Escola do município Santa Helena;Em uso;9721
Santa Helena;111630000000000;532368000000000;Xiaomi;Poco X5;256GB;Santa Helena;Escola do município Santa Helena;Em uso;9722
Santa Helena;618625000000000;583906000000000;Multilaser;G Max 2;64GB;Santa Helena;Escola do município Santa Helena;Em uso;9723
Santa Helena;668848000000000;326070000000000;Samsung;Galaxy A14;128GB;Santa Helena;Escola do município Santa Helena;Em uso;9724
Santa Helena;655797000000000;468785000000000;Xiaomi;Poco X5;256GB;Santa Helena;Escola do município Santa Helena;Roubado;9725
Santa Helena;334582000000000;452149000000000;Apple;iPhone 13;128GB;Santa Helena;Escola do município Santa Helena;Roubado;9726
Santa Helena;451447000000000;985179000000000;Motorola;Edge 40;256GB;Santa Helena;Escola do município Santa Helena;Inservível;9727
Santa Helena;792271000000000;799977000000000;Philco;Hit P10;128GB;Santa Helena;Escola do município Santa Helena;Inservível;9728
Santa Helena;280504000000000;692553000000000;Apple;iPhone 15 Pro;256GB;Santa Helena;Escola do município Santa Helena;Danificado;9729
Santa Helena;109144000000000;117284000000000;Motorola;Moto G53;128GB;Santa Helena;Escola do município Santa Helena;Em uso;9730
Santa Helena;625176000000000;907194000000000;Apple;iPhone 13;128GB;Santa Helena;Escola do município Santa Helena;Em uso;9731
Santa Helena;865697000000000;598105000000000;Motorola;Edge 40;256GB;Santa Helena;Escola do município Santa Helena;Em uso;9732
Santa Helena;179502000000000;204355000000000;Motorola;Edge 40;256GB;Santa Helena;Escola do município Santa Helena;Roubado;9733
Santa Helena;343032000000000;115957000000000;Apple;iPhone 15 Pro;256GB;Santa Helena;Escola do município Santa Helena;Em uso;9734
Santa Helena;285535000000000;891149000000000;Xiaomi;Redmi Note 12;128GB;Santa Helena;Escola do município Santa Helena;Inservível;9735
Santa Helena;527226000000000;773129000000000;Apple;iPhone 13;128GB;Santa Helena;Escola do município Santa Helena;Em uso;9736
Santa Helena;434557000000000;479748000000000;Apple;iPhone 15 Pro;256GB;Santa Helena;Escola do município Santa Helena;Em uso;9737
Santa Helena;691235000000000;206978000000000;Samsung;Galaxy A14;128GB;Santa Helena;Escola do município Santa Helena;Roubado;9738
Santa Helena;254579000000000;365768000000000;Motorola;Edge 40;256GB;Santa Helena;Escola do município Santa Helena;Roubado;9739
Santa Helena;935058000000000;837816000000000;Multilaser;G Max 2;64GB;Santa Helena;Escola do município Santa Helena;Em uso;9740
Santa Helena;792518000000000;987198000000000;Apple;iPhone 13;128GB;Santa Helena;Escola do município Santa Helena;Danificado;9741
Santa Helena;387218000000000;247794000000000;Apple;iPhone 13;128GB;Santa Helena;Escola do município Santa Helena;Inservível;9742
Santa Helena;900869000000000;881134000000000;Samsung;Galaxy A14;128GB;Santa Helena;Escola do município Santa Helena;Danificado;9743
Santa Helena;768449000000000;935394000000000;Apple;iPhone 15 Pro;256GB;Santa Helena;Escola do município Santa Helena;Inservível;9744
Santa Helena;885519000000000;948498000000000;Philco;Hit P10;128GB;Santa Helena;Escola do município Santa Helena;Em uso;9745
Santa Helena;805467000000000;207516000000000;Apple;iPhone 15 Pro;256GB;Santa Helena;Escola do município Santa Helena;Inservível;9746
Santa Helena;739312000000000;734353000000000;Motorola;Moto G53;128GB;Santa Helena;Escola do município Santa Helena;Em uso;9747
Santa Helena;870127000000000;707238000000000;Multilaser;G Max 2;64GB;Santa Helena;Escola do município Santa Helena;Em uso;9748
Santa Helena;394350000000000;160287000000000;Samsung;Galaxy S23;256GB;Santa Helena;Escola do município Santa Helena;Danificado;9749
Santa Helena;863388000000000;344090000000000;Apple;iPhone 15 Pro;256GB;Santa Helena;Escola do município Santa Helena;Inservível;9750
Santa Inês;557335000000000;299211000000000;Philco;Hit P10;128GB;Santa Inês;Escola do município Santa Inês;Em uso;9751
Santa Inês;550259000000000;487158000000000;Motorola;Moto G53;128GB;Santa Inês;Escola do município Santa Inês;Danificado;9752
Santa Inês;468302000000000;518435000000000;Multilaser;G Max 2;64GB;Santa Inês;Escola do município Santa Inês;Danificado;9753
Santa Inês;259478000000000;740954000000000;Motorola;Edge 40;256GB;Santa Inês;Escola do município Santa Inês;Em uso;9754
Santa Inês;261140000000000;714054000000000;Xiaomi;Redmi Note 12;128GB;Santa Inês;Escola do município Santa Inês;Roubado;9755
Santa Inês;545470000000000;984841000000000;Motorola;Edge 40;256GB;Santa Inês;Escola do município Santa Inês;Danificado;9756
Santa Inês;835410000000000;491952000000000;Samsung;Galaxy A14;128GB;Santa Inês;Escola do município Santa Inês;Inservível;9757
Santa Inês;839164000000000;665199000000000;Xiaomi;Poco X5;256GB;Santa Inês;Escola do município Santa Inês;Danificado;9758
Santa Inês;901419000000000;146919000000000;Motorola;Moto G53;128GB;Santa Inês;Escola do município Santa Inês;Danificado;9759
Santa Inês;871817000000000;717554000000000;Motorola;Moto G53;128GB;Santa Inês;Escola do município Santa Inês;Danificado;9760
Santa Inês;850692000000000;406755000000000;Samsung;Galaxy S23;256GB;Santa Inês;Escola do município Santa Inês;Em uso;9761
Santa Inês;927676000000000;678304000000000;Multilaser;G Max 2;64GB;Santa Inês;Escola do município Santa Inês;Roubado;9762
Santa Inês;349621000000000;488057000000000;Samsung;Galaxy A14;128GB;Santa Inês;Escola do município Santa Inês;Em uso;9763
Santa Inês;780511000000000;925981000000000;Apple;iPhone 15 Pro;256GB;Santa Inês;Escola do município Santa Inês;Danificado;9764
Santa Inês;551541000000000;824006000000000;Samsung;Galaxy S23;256GB;Santa Inês;Escola do município Santa Inês;Danificado;9765
Santa Inês;550157000000000;454222000000000;Motorola;Edge 40;256GB;Santa Inês;Escola do município Santa Inês;Danificado;9766
Santa Inês;862369000000000;991882000000000;Apple;iPhone 15 Pro;256GB;Santa Inês;Escola do município Santa Inês;Em uso;9767
Santa Inês;770661000000000;213330000000000;Samsung;Galaxy A14;128GB;Santa Inês;Escola do município Santa Inês;Danificado;9768
Santa Inês;363815000000000;384024000000000;Motorola;Moto G53;128GB;Santa Inês;Escola do município Santa Inês;Inservível;9769
Santa Inês;324058000000000;777364000000000;Samsung;Galaxy A14;128GB;Santa Inês;Escola do município Santa Inês;Danificado;9770
Santa Inês;245741000000000;128703000000000;Multilaser;G Max 2;64GB;Santa Inês;Escola do município Santa Inês;Roubado;9771
Santa Inês;443298000000000;103980000000000;Apple;iPhone 15 Pro;256GB;Santa Inês;Escola do município Santa Inês;Danificado;9772
Santa Inês;126053000000000;379810000000000;Multilaser;G Max 2;64GB;Santa Inês;Escola do município Santa Inês;Inservível;9773
Santa Inês;110725000000000;549929000000000;Xiaomi;Poco X5;256GB;Santa Inês;Escola do município Santa Inês;Danificado;9774
Santa Inês;705507000000000;147845000000000;Multilaser;G Max 2;64GB;Santa Inês;Escola do município Santa Inês;Em uso;9775
Santa Inês;888068000000000;796017000000000;Samsung;Galaxy A14;128GB;Santa Inês;Escola do município Santa Inês;Roubado;9776
Santa Inês;565372000000000;601937000000000;Samsung;Galaxy A14;128GB;Santa Inês;Escola do município Santa Inês;Danificado;9777
Santa Inês;374975000000000;662349000000000;Samsung;Galaxy S23;256GB;Santa Inês;Escola do município Santa Inês;Roubado;9778
Santa Inês;754902000000000;432298000000000;Philco;Hit P10;128GB;Santa Inês;Escola do município Santa Inês;Roubado;9779
Santa Inês;732889000000000;548920000000000;Samsung;Galaxy S23;256GB;Santa Inês;Escola do município Santa Inês;Em uso;9780
Santa Isabel do Ivaí;252823000000000;188767000000000;Philco;Hit P10;128GB;Santa Isabel do Ivaí;Escola do município Santa Isabel do Ivaí;Em uso;9781
Santa Isabel do Ivaí;706107000000000;668534000000000;Samsung;Galaxy S23;256GB;Santa Isabel do Ivaí;Escola do município Santa Isabel do Ivaí;Inservível;9782
Santa Isabel do Ivaí;437893000000000;365101000000000;Apple;iPhone 13;128GB;Santa Isabel do Ivaí;Escola do município Santa Isabel do Ivaí;Roubado;9783
Santa Isabel do Ivaí;972991000000000;520964000000000;Motorola;Moto G53;128GB;Santa Isabel do Ivaí;Escola do município Santa Isabel do Ivaí;Inservível;9784
Santa Isabel do Ivaí;667287000000000;795614000000000;Philco;Hit P10;128GB;Santa Isabel do Ivaí;Escola do município Santa Isabel do Ivaí;Roubado;9785
Santa Isabel do Ivaí;821302000000000;390365000000000;Motorola;Moto G53;128GB;Santa Isabel do Ivaí;Escola do município Santa Isabel do Ivaí;Roubado;9786
Santa Isabel do Ivaí;410952000000000;527015000000000;Motorola;Moto G53;128GB;Santa Isabel do Ivaí;Escola do município Santa Isabel do Ivaí;Inservível;9787
Santa Isabel do Ivaí;336249000000000;534782000000000;Multilaser;G Max 2;64GB;Santa Isabel do Ivaí;Escola do município Santa Isabel do Ivaí;Roubado;9788
Santa Isabel do Ivaí;492809000000000;857150000000000;Apple;iPhone 13;128GB;Santa Isabel do Ivaí;Escola do município Santa Isabel do Ivaí;Em uso;9789
Santa Isabel do Ivaí;144895000000000;368812000000000;Xiaomi;Redmi Note 12;128GB;Santa Isabel do Ivaí;Escola do município Santa Isabel do Ivaí;Roubado;9790
Santa Isabel do Ivaí;446039000000000;472137000000000;Apple;iPhone 15 Pro;256GB;Santa Isabel do Ivaí;Escola do município Santa Isabel do Ivaí;Roubado;9791
Santa Isabel do Ivaí;168204000000000;406004000000000;Philco;Hit P10;128GB;Santa Isabel do Ivaí;Escola do município Santa Isabel do Ivaí;Inservível;9792
Santa Isabel do Ivaí;203803000000000;127964000000000;Xiaomi;Redmi Note 12;128GB;Santa Isabel do Ivaí;Escola do município Santa Isabel do Ivaí;Danificado;9793
Santa Isabel do Ivaí;265590000000000;144227000000000;Philco;Hit P10;128GB;Santa Isabel do Ivaí;Escola do município Santa Isabel do Ivaí;Inservível;9794
Santa Isabel do Ivaí;751673000000000;584592000000000;Xiaomi;Poco X5;256GB;Santa Isabel do Ivaí;Escola do município Santa Isabel do Ivaí;Em uso;9795
Santa Isabel do Ivaí;772814000000000;628471000000000;Apple;iPhone 15 Pro;256GB;Santa Isabel do Ivaí;Escola do município Santa Isabel do Ivaí;Em uso;9796
Santa Isabel do Ivaí;709514000000000;821143000000000;Motorola;Edge 40;256GB;Santa Isabel do Ivaí;Escola do município Santa Isabel do Ivaí;Roubado;9797
Santa Isabel do Ivaí;103662000000000;808609000000000;Apple;iPhone 13;128GB;Santa Isabel do Ivaí;Escola do município Santa Isabel do Ivaí;Em uso;9798
Santa Isabel do Ivaí;420230000000000;987873000000000;Multilaser;G Max 2;64GB;Santa Isabel do Ivaí;Escola do município Santa Isabel do Ivaí;Danificado;9799
Santa Isabel do Ivaí;169611000000000;898795000000000;Samsung;Galaxy A14;128GB;Santa Isabel do Ivaí;Escola do município Santa Isabel do Ivaí;Em uso;9800
Santa Isabel do Ivaí;844388000000000;519569000000000;Xiaomi;Redmi Note 12;128GB;Santa Isabel do Ivaí;Escola do município Santa Isabel do Ivaí;Inservível;9801
Santa Isabel do Ivaí;709268000000000;271334000000000;Motorola;Edge 40;256GB;Santa Isabel do Ivaí;Escola do município Santa Isabel do Ivaí;Danificado;9802
Santa Isabel do Ivaí;669134000000000;801798000000000;Samsung;Galaxy S23;256GB;Santa Isabel do Ivaí;Escola do município Santa Isabel do Ivaí;Em uso;9803
Santa Isabel do Ivaí;567708000000000;251571000000000;Motorola;Edge 40;256GB;Santa Isabel do Ivaí;Escola do município Santa Isabel do Ivaí;Danificado;9804
Santa Isabel do Ivaí;824912000000000;115673000000000;Philco;Hit P10;128GB;Santa Isabel do Ivaí;Escola do município Santa Isabel do Ivaí;Em uso;9805
Santa Isabel do Ivaí;689819000000000;627335000000000;Philco;Hit P10;128GB;Santa Isabel do Ivaí;Escola do município Santa Isabel do Ivaí;Roubado;9806
Santa Isabel do Ivaí;661197000000000;204702000000000;Xiaomi;Poco X5;256GB;Santa Isabel do Ivaí;Escola do município Santa Isabel do Ivaí;Inservível;9807
Santa Isabel do Ivaí;375858000000000;186752000000000;Apple;iPhone 15 Pro;256GB;Santa Isabel do Ivaí;Escola do município Santa Isabel do Ivaí;Inservível;9808
Santa Isabel do Ivaí;406565000000000;845972000000000;Philco;Hit P10;128GB;Santa Isabel do Ivaí;Escola do município Santa Isabel do Ivaí;Roubado;9809
Santa Isabel do Ivaí;579038000000000;166699000000000;Xiaomi;Poco X5;256GB;Santa Isabel do Ivaí;Escola do município Santa Isabel do Ivaí;Roubado;9810
Santa Izabel do Oeste;606823000000000;513050000000000;Philco;Hit P10;128GB;Santa Izabel do Oeste;Escola do município Santa Izabel do Oeste;Danificado;9811
Santa Izabel do Oeste;462705000000000;799351000000000;Apple;iPhone 15 Pro;256GB;Santa Izabel do Oeste;Escola do município Santa Izabel do Oeste;Roubado;9812
Santa Izabel do Oeste;127772000000000;824824000000000;Apple;iPhone 15 Pro;256GB;Santa Izabel do Oeste;Escola do município Santa Izabel do Oeste;Roubado;9813
Santa Izabel do Oeste;687646000000000;970095000000000;Multilaser;G Max 2;64GB;Santa Izabel do Oeste;Escola do município Santa Izabel do Oeste;Inservível;9814
Santa Izabel do Oeste;689621000000000;213650000000000;Multilaser;G Max 2;64GB;Santa Izabel do Oeste;Escola do município Santa Izabel do Oeste;Danificado;9815
Santa Izabel do Oeste;273943000000000;964526000000000;Samsung;Galaxy A14;128GB;Santa Izabel do Oeste;Escola do município Santa Izabel do Oeste;Roubado;9816
Santa Izabel do Oeste;274505000000000;975776000000000;Samsung;Galaxy S23;256GB;Santa Izabel do Oeste;Escola do município Santa Izabel do Oeste;Roubado;9817
Santa Izabel do Oeste;579163000000000;316881000000000;Samsung;Galaxy A14;128GB;Santa Izabel do Oeste;Escola do município Santa Izabel do Oeste;Inservível;9818
Santa Izabel do Oeste;694876000000000;349832000000000;Xiaomi;Poco X5;256GB;Santa Izabel do Oeste;Escola do município Santa Izabel do Oeste;Danificado;9819
Santa Izabel do Oeste;738332000000000;726036000000000;Samsung;Galaxy A14;128GB;Santa Izabel do Oeste;Escola do município Santa Izabel do Oeste;Roubado;9820
Santa Izabel do Oeste;750542000000000;911593000000000;Philco;Hit P10;128GB;Santa Izabel do Oeste;Escola do município Santa Izabel do Oeste;Danificado;9821
Santa Izabel do Oeste;574163000000000;922718000000000;Motorola;Edge 40;256GB;Santa Izabel do Oeste;Escola do município Santa Izabel do Oeste;Danificado;9822
Santa Izabel do Oeste;106621000000000;510089000000000;Motorola;Edge 40;256GB;Santa Izabel do Oeste;Escola do município Santa Izabel do Oeste;Roubado;9823
Santa Izabel do Oeste;551160000000000;233724000000000;Motorola;Moto G53;128GB;Santa Izabel do Oeste;Escola do município Santa Izabel do Oeste;Roubado;9824
Santa Izabel do Oeste;252323000000000;863241000000000;Motorola;Edge 40;256GB;Santa Izabel do Oeste;Escola do município Santa Izabel do Oeste;Danificado;9825
Santa Izabel do Oeste;301955000000000;776273000000000;Apple;iPhone 15 Pro;256GB;Santa Izabel do Oeste;Escola do município Santa Izabel do Oeste;Roubado;9826
Santa Izabel do Oeste;203189000000000;799333000000000;Xiaomi;Poco X5;256GB;Santa Izabel do Oeste;Escola do município Santa Izabel do Oeste;Danificado;9827
Santa Izabel do Oeste;595934000000000;965901000000000;Samsung;Galaxy A14;128GB;Santa Izabel do Oeste;Escola do município Santa Izabel do Oeste;Em uso;9828
Santa Izabel do Oeste;564714000000000;439757000000000;Apple;iPhone 15 Pro;256GB;Santa Izabel do Oeste;Escola do município Santa Izabel do Oeste;Danificado;9829
Santa Izabel do Oeste;820904000000000;604729000000000;Multilaser;G Max 2;64GB;Santa Izabel do Oeste;Escola do município Santa Izabel do Oeste;Danificado;9830
Santa Izabel do Oeste;159886000000000;477723000000000;Motorola;Edge 40;256GB;Santa Izabel do Oeste;Escola do município Santa Izabel do Oeste;Inservível;9831
Santa Izabel do Oeste;572375000000000;333838000000000;Multilaser;G Max 2;64GB;Santa Izabel do Oeste;Escola do município Santa Izabel do Oeste;Roubado;9832
Santa Izabel do Oeste;169531000000000;775705000000000;Motorola;Edge 40;256GB;Santa Izabel do Oeste;Escola do município Santa Izabel do Oeste;Roubado;9833
Santa Izabel do Oeste;704536000000000;926713000000000;Samsung;Galaxy S23;256GB;Santa Izabel do Oeste;Escola do município Santa Izabel do Oeste;Danificado;9834
Santa Izabel do Oeste;686518000000000;751358000000000;Philco;Hit P10;128GB;Santa Izabel do Oeste;Escola do município Santa Izabel do Oeste;Inservível;9835
Santa Izabel do Oeste;399659000000000;267882000000000;Apple;iPhone 15 Pro;256GB;Santa Izabel do Oeste;Escola do município Santa Izabel do Oeste;Roubado;9836
Santa Izabel do Oeste;537524000000000;352402000000000;Xiaomi;Poco X5;256GB;Santa Izabel do Oeste;Escola do município Santa Izabel do Oeste;Roubado;9837
Santa Izabel do Oeste;923482000000000;348692000000000;Motorola;Moto G53;128GB;Santa Izabel do Oeste;Escola do município Santa Izabel do Oeste;Inservível;9838
Santa Izabel do Oeste;661452000000000;502570000000000;Xiaomi;Poco X5;256GB;Santa Izabel do Oeste;Escola do município Santa Izabel do Oeste;Roubado;9839
Santa Izabel do Oeste;636334000000000;644736000000000;Samsung;Galaxy A14;128GB;Santa Izabel do Oeste;Escola do município Santa Izabel do Oeste;Inservível;9840
Santa Lúcia;894272000000000;112900000000000;Apple;iPhone 13;128GB;Santa Lúcia;Escola do município Santa Lúcia;Em uso;9841
Santa Lúcia;632590000000000;502711000000000;Multilaser;G Max 2;64GB;Santa Lúcia;Escola do município Santa Lúcia;Em uso;9842
Santa Lúcia;336537000000000;791785000000000;Motorola;Moto G53;128GB;Santa Lúcia;Escola do município Santa Lúcia;Em uso;9843
Santa Lúcia;347286000000000;203494000000000;Apple;iPhone 13;128GB;Santa Lúcia;Escola do município Santa Lúcia;Em uso;9844
Santa Lúcia;569006000000000;255411000000000;Multilaser;G Max 2;64GB;Santa Lúcia;Escola do município Santa Lúcia;Inservível;9845
Santa Lúcia;521393000000000;187431000000000;Samsung;Galaxy A14;128GB;Santa Lúcia;Escola do município Santa Lúcia;Em uso;9846
Santa Lúcia;745592000000000;914479000000000;Motorola;Moto G53;128GB;Santa Lúcia;Escola do município Santa Lúcia;Roubado;9847
Santa Lúcia;734713000000000;972984000000000;Motorola;Edge 40;256GB;Santa Lúcia;Escola do município Santa Lúcia;Roubado;9848
Santa Lúcia;276274000000000;575453000000000;Motorola;Moto G53;128GB;Santa Lúcia;Escola do município Santa Lúcia;Inservível;9849
Santa Lúcia;167738000000000;853340000000000;Xiaomi;Poco X5;256GB;Santa Lúcia;Escola do município Santa Lúcia;Roubado;9850
Santa Lúcia;308274000000000;811745000000000;Philco;Hit P10;128GB;Santa Lúcia;Escola do município Santa Lúcia;Inservível;9851
Santa Lúcia;314052000000000;261479000000000;Samsung;Galaxy A14;128GB;Santa Lúcia;Escola do município Santa Lúcia;Roubado;9852
Santa Lúcia;173977000000000;397773000000000;Motorola;Moto G53;128GB;Santa Lúcia;Escola do município Santa Lúcia;Inservível;9853
Santa Lúcia;137179000000000;745308000000000;Xiaomi;Poco X5;256GB;Santa Lúcia;Escola do município Santa Lúcia;Roubado;9854
Santa Lúcia;288330000000000;148650000000000;Apple;iPhone 13;128GB;Santa Lúcia;Escola do município Santa Lúcia;Roubado;9855
